data,regio_sanitaria,diagnostic,casos
2024-03-03,Terres de l'Ebre,Escarlatina,1
2024-03-03,Terres de l'Ebre,Faringoamigdalitis,22
2024-03-03,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,9
2024-03-03,Terres de l'Ebre,Grip,4
2024-03-03,Terres de l'Ebre,Impetigen,2
2024-03-03,Terres de l'Ebre,Pneumònia,3
2024-03-03,Penedès,Faringoamigdalitis,42
2024-03-03,Lleida,Faringoamigdalitis,53
2024-03-03,Girona,Grip,14
2024-03-03,Lleida,COVID-19,3
2024-03-03,Barcelona Ciutat,Altres IRA,216
2024-03-03,Barcelona Ciutat,Bronquiolitis,3
2024-03-03,Barcelona Ciutat,COVID-19,28
2024-03-03,Barcelona Ciutat,Escarlatina,2
2024-03-03,Barcelona Ciutat,Faringoamigdalitis,93
2024-03-03,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,32
2024-03-03,Barcelona Ciutat,Grip,8
2024-03-03,Barcelona Ciutat,Impetigen,5
2024-03-03,Barcelona Ciutat,Pneumònia,26
2024-03-03,Barcelona Metropolitana Nord,Altres IRA,461
2024-03-03,Barcelona Metropolitana Nord,Bronquiolitis,1
2024-03-03,Barcelona Metropolitana Nord,COVID-19,19
2024-03-03,Alt Pirineu i Aran,Pneumònia,2
2024-03-03,Barcelona Metropolitana Nord,Escarlatina,5
2024-03-03,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,58
2024-03-03,Barcelona Metropolitana Nord,Grip,24
2024-03-03,Barcelona Metropolitana Nord,Impetigen,5
2024-03-03,Barcelona Metropolitana Nord,Pneumònia,29
2024-03-03,Barcelona Metropolitana Sud,Altres IRA,279
2024-03-03,Barcelona Metropolitana Sud,Bronquiolitis,2
2024-03-03,Barcelona Metropolitana Sud,COVID-19,12
2024-03-03,Barcelona Metropolitana Sud,Escarlatina,10
2024-03-03,Barcelona Metropolitana Sud,Faringoamigdalitis,121
2024-03-03,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,37
2024-03-03,Barcelona Metropolitana Sud,Grip,2
2024-03-03,Barcelona Metropolitana Sud,Impetigen,1
2024-03-03,Barcelona Metropolitana Nord,Faringoamigdalitis,178
2024-03-03,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,4
2024-03-03,Alt Pirineu i Aran,Faringoamigdalitis,7
2024-03-03,Alt Pirineu i Aran,Altres IRA,12
2024-03-03,Lleida,Bronquiolitis,2
2024-03-03,Lleida,Altres IRA,177
2024-03-03,Girona,Pneumònia,11
2024-03-03,Girona,Impetigen,7
2024-03-03,Girona,Faringoamigdalitis estreptocòccica,43
2024-03-03,Girona,Faringoamigdalitis,105
2024-03-03,Girona,Escarlatina,4
2024-03-03,Girona,COVID-19,9
2024-03-03,Girona,Bronquiolitis,4
2024-03-03,Girona,Altres IRA,220
2024-03-03,Catalunya Central,Pneumònia,5
2024-03-03,Catalunya Central,Impetigen,1
2024-03-03,Catalunya Central,Grip,8
2024-03-03,Catalunya Central,Faringoamigdalitis estreptocòccica,20
2024-03-03,Catalunya Central,Faringoamigdalitis,41
2024-03-03,Catalunya Central,Escarlatina,1
2024-03-03,Catalunya Central,COVID-19,6
2024-03-03,Catalunya Central,Bronquiolitis,4
2024-03-03,Catalunya Central,Altres IRA,64
2024-03-03,Camp de Tarragona,Pneumònia,7
2024-03-03,Camp de Tarragona,Grip,12
2024-03-03,Camp de Tarragona,Faringoamigdalitis estreptocòccica,31
2024-03-03,Camp de Tarragona,Escarlatina,2
2024-03-03,Camp de Tarragona,COVID-19,3
2024-03-03,Camp de Tarragona,Bronquiolitis,2
2024-03-03,Camp de Tarragona,Altres IRA,166
2024-03-03,Barcelona Metropolitana Sud,Pneumònia,23
2024-03-03,Lleida,Escarlatina,6
2024-03-03,Camp de Tarragona,Faringoamigdalitis,95
2024-03-04,Barcelona Ciutat,Escarlatina,23
2024-03-04,Terres de l'Ebre,Pneumònia,14
2024-03-04,Camp de Tarragona,Bronquiolitis,4
2024-03-04,Camp de Tarragona,COVID-19,17
2024-03-04,Camp de Tarragona,Escarlatina,10
2024-03-04,Camp de Tarragona,Faringoamigdalitis,173
2024-03-04,Camp de Tarragona,Faringoamigdalitis estreptocòccica,83
2024-03-04,Camp de Tarragona,Grip,51
2024-03-04,Camp de Tarragona,Impetigen,18
2024-03-04,Camp de Tarragona,Pneumònia,51
2024-03-04,Catalunya Central,Altres IRA,451
2024-03-04,Catalunya Central,Bronquiolitis,4
2024-03-04,Catalunya Central,Escarlatina,10
2024-03-04,Catalunya Central,Faringoamigdalitis,149
2024-03-04,Catalunya Central,Faringoamigdalitis estreptocòccica,64
2024-03-04,Catalunya Central,Grip,27
2024-03-04,Catalunya Central,Impetigen,4
2024-03-04,Catalunya Central,Pneumònia,40
2024-03-04,Girona,Altres IRA,911
2024-03-04,Girona,Bronquiolitis,15
2024-03-04,Girona,COVID-19,23
2024-03-04,Girona,Escarlatina,14
2024-03-04,Girona,Faringoamigdalitis,252
2024-03-04,Girona,Faringoamigdalitis estreptocòccica,105
2024-03-04,Girona,Grip,49
2024-03-04,Girona,Impetigen,28
2024-03-04,Girona,Pneumònia,51
2024-03-04,Lleida,Altres IRA,556
2024-03-04,Lleida,Bronquiolitis,6
2024-03-04,Lleida,COVID-19,23
2024-03-04,Lleida,Escarlatina,8
2024-03-04,Camp de Tarragona,Altres IRA,670
2024-03-04,Barcelona Metropolitana Sud,Pneumònia,86
2024-03-04,Barcelona Metropolitana Sud,Impetigen,36
2024-03-04,Barcelona Metropolitana Sud,Grip,93
2024-03-04,Barcelona Metropolitana Nord,Altres IRA,2779
2024-03-04,Barcelona Ciutat,Pneumònia,125
2024-03-04,Barcelona Ciutat,Impetigen,50
2024-03-04,Barcelona Ciutat,Grip,183
2024-03-04,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,151
2024-03-04,Alt Pirineu i Aran,Altres IRA,65
2024-03-04,Alt Pirineu i Aran,Escarlatina,2
2024-03-04,Alt Pirineu i Aran,Faringoamigdalitis,19
2024-03-04,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,11
2024-03-04,Alt Pirineu i Aran,Grip,7
2024-03-04,Alt Pirineu i Aran,Impetigen,1
2024-03-04,Alt Pirineu i Aran,Pneumònia,12
2024-03-04,Barcelona Ciutat,Altres IRA,1745
2024-03-04,Barcelona Ciutat,Bronquiolitis,28
2024-03-04,Lleida,Faringoamigdalitis,175
2024-03-04,Barcelona Ciutat,COVID-19,88
2024-03-04,Barcelona Metropolitana Nord,Bronquiolitis,20
2024-03-04,Barcelona Metropolitana Nord,COVID-19,87
2024-03-04,Barcelona Metropolitana Nord,Escarlatina,33
2024-03-04,Barcelona Metropolitana Nord,Faringoamigdalitis,683
2024-03-04,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,228
2024-03-04,Barcelona Metropolitana Nord,Grip,224
2024-03-04,Barcelona Metropolitana Nord,Impetigen,72
2024-03-04,Barcelona Metropolitana Nord,Pneumònia,150
2024-03-04,Barcelona Metropolitana Sud,Altres IRA,1519
2024-03-04,Barcelona Metropolitana Sud,Bronquiolitis,25
2024-03-04,Barcelona Metropolitana Sud,COVID-19,36
2024-03-04,Barcelona Metropolitana Sud,Escarlatina,26
2024-03-04,Barcelona Metropolitana Sud,Faringoamigdalitis,365
2024-03-04,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,143
2024-03-04,Barcelona Ciutat,Faringoamigdalitis,379
2024-03-04,Lleida,Faringoamigdalitis estreptocòccica,71
2024-03-04,Catalunya Central,COVID-19,12
2024-03-04,Lleida,Impetigen,12
2024-03-04,Penedès,Faringoamigdalitis,138
2024-03-04,Penedès,Escarlatina,6
2024-03-04,Penedès,COVID-19,17
2024-03-04,Penedès,Bronquiolitis,2
2024-03-04,Penedès,Altres IRA,613
2024-03-04,No disponible,Pneumònia,3
2024-03-04,No disponible,Grip,3
2024-03-04,No disponible,Faringoamigdalitis estreptocòccica,5
2024-03-04,No disponible,Faringoamigdalitis,12
2024-03-04,Penedès,Impetigen,19
2024-03-04,No disponible,Escarlatina,1
2024-03-04,No disponible,Altres IRA,44
2024-03-04,Lleida,Pneumònia,34
2024-03-04,Penedès,Grip,42
2024-03-04,Penedès,Pneumònia,20
2024-03-04,Terres de l'Ebre,Bronquiolitis,5
2024-03-04,Terres de l'Ebre,COVID-19,4
2024-03-04,Terres de l'Ebre,Escarlatina,4
2024-03-04,Terres de l'Ebre,Faringoamigdalitis,68
2024-03-04,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,28
2024-03-04,Terres de l'Ebre,Grip,14
2024-03-04,Terres de l'Ebre,Impetigen,6
2024-03-04,Lleida,Grip,37
2024-03-04,Terres de l'Ebre,Altres IRA,231
2024-03-04,Penedès,Faringoamigdalitis estreptocòccica,51
2024-03-05,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,204
2024-03-05,Barcelona Metropolitana Nord,Faringoamigdalitis,622
2024-03-05,Barcelona Metropolitana Nord,Escarlatina,20
2024-03-05,Barcelona Metropolitana Nord,COVID-19,79
2024-03-05,Barcelona Metropolitana Nord,Bronquiolitis,27
2024-03-05,Barcelona Metropolitana Nord,Altres IRA,2406
2024-03-05,Penedès,Bronquiolitis,6
2024-03-05,Barcelona Ciutat,Pneumònia,111
2024-03-05,Barcelona Metropolitana Nord,Impetigen,47
2024-03-05,Barcelona Metropolitana Nord,Pneumònia,138
2024-03-05,Barcelona Metropolitana Sud,Altres IRA,1266
2024-03-05,Barcelona Metropolitana Sud,Bronquiolitis,20
2024-03-05,Barcelona Metropolitana Sud,COVID-19,34
2024-03-05,Barcelona Metropolitana Sud,Escarlatina,13
2024-03-05,Barcelona Metropolitana Nord,Grip,155
2024-03-05,Barcelona Ciutat,Impetigen,34
2024-03-05,Penedès,Faringoamigdalitis estreptocòccica,33
2024-03-05,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,129
2024-03-05,Alt Pirineu i Aran,Impetigen,2
2024-03-05,Alt Pirineu i Aran,Pneumònia,9
2024-03-05,Barcelona Ciutat,Altres IRA,1571
2024-03-05,Terres de l'Ebre,Escarlatina,3
2024-03-05,Terres de l'Ebre,COVID-19,4
2024-03-05,Terres de l'Ebre,Bronquiolitis,1
2024-03-05,Penedès,Impetigen,18
2024-03-05,Barcelona Ciutat,Grip,135
2024-03-05,Penedès,Grip,48
2024-03-05,Penedès,Faringoamigdalitis,109
2024-03-05,Penedès,Escarlatina,5
2024-03-05,Penedès,COVID-19,23
2024-03-05,Barcelona Ciutat,Bronquiolitis,12
2024-03-05,Barcelona Ciutat,COVID-19,65
2024-03-05,Barcelona Ciutat,Escarlatina,12
2024-03-05,Barcelona Ciutat,Faringoamigdalitis,299
2024-03-05,Barcelona Metropolitana Sud,Faringoamigdalitis,324
2024-03-05,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,112
2024-03-05,Camp de Tarragona,Faringoamigdalitis,168
2024-03-05,Barcelona Metropolitana Sud,Impetigen,40
2024-03-05,Girona,Pneumònia,33
2024-03-05,Catalunya Central,Altres IRA,428
2024-03-05,Alt Pirineu i Aran,Grip,8
2024-03-05,Girona,Impetigen,26
2024-03-05,Girona,Grip,46
2024-03-05,Girona,Faringoamigdalitis estreptocòccica,92
2024-03-05,Girona,Faringoamigdalitis,205
2024-03-05,Girona,Escarlatina,9
2024-03-05,Girona,COVID-19,28
2024-03-05,Girona,Bronquiolitis,14
2024-03-05,Girona,Altres IRA,741
2024-03-05,Catalunya Central,Pneumònia,20
2024-03-05,Catalunya Central,Impetigen,8
2024-03-05,Catalunya Central,Grip,27
2024-03-05,Catalunya Central,Faringoamigdalitis estreptocòccica,59
2024-03-05,Catalunya Central,Faringoamigdalitis,125
2024-03-05,Catalunya Central,Escarlatina,5
2024-03-05,Catalunya Central,COVID-19,13
2024-03-05,Catalunya Central,Bronquiolitis,2
2024-03-05,Lleida,Altres IRA,472
2024-03-05,Lleida,Bronquiolitis,2
2024-03-05,Lleida,COVID-19,19
2024-03-05,Lleida,Escarlatina,4
2024-03-05,Barcelona Metropolitana Sud,Pneumònia,86
2024-03-05,Camp de Tarragona,Altres IRA,612
2024-03-05,Camp de Tarragona,Bronquiolitis,5
2024-03-05,Camp de Tarragona,COVID-19,20
2024-03-05,Camp de Tarragona,Escarlatina,9
2024-03-05,Camp de Tarragona,Faringoamigdalitis estreptocòccica,79
2024-03-05,Camp de Tarragona,Grip,42
2024-03-05,Camp de Tarragona,Impetigen,13
2024-03-05,Camp de Tarragona,Pneumònia,48
2024-03-05,Barcelona Metropolitana Sud,Grip,84
2024-03-05,Penedès,Altres IRA,520
2024-03-05,No disponible,Grip,4
2024-03-05,No disponible,Faringoamigdalitis estreptocòccica,6
2024-03-05,No disponible,Faringoamigdalitis,14
2024-03-05,No disponible,Altres IRA,38
2024-03-05,Lleida,Pneumònia,23
2024-03-05,Lleida,Impetigen,6
2024-03-05,Lleida,Grip,24
2024-03-05,Lleida,Faringoamigdalitis estreptocòccica,55
2024-03-05,Lleida,Faringoamigdalitis,168
2024-03-05,No disponible,Pneumònia,2
2024-03-05,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,10
2024-03-05,Penedès,Pneumònia,21
2024-03-05,Alt Pirineu i Aran,Escarlatina,1
2024-03-05,Terres de l'Ebre,Faringoamigdalitis,51
2024-03-05,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,14
2024-03-05,Terres de l'Ebre,Grip,6
2024-03-05,Terres de l'Ebre,Impetigen,7
2024-03-05,Terres de l'Ebre,Pneumònia,10
2024-03-05,Terres de l'Ebre,Altres IRA,200
2024-03-05,Alt Pirineu i Aran,Faringoamigdalitis,16
2024-03-05,Alt Pirineu i Aran,COVID-19,1
2024-03-05,Alt Pirineu i Aran,Altres IRA,79
2024-03-06,Terres de l'Ebre,Escarlatina,3
2024-03-06,Lleida,Escarlatina,6
2024-03-06,Lleida,COVID-19,30
2024-03-06,Lleida,Bronquiolitis,3
2024-03-06,Lleida,Altres IRA,486
2024-03-06,Girona,Pneumònia,34
2024-03-06,Girona,Impetigen,24
2024-03-06,Girona,Grip,44
2024-03-06,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,10
2024-03-06,Lleida,Faringoamigdalitis,123
2024-03-06,Alt Pirineu i Aran,Grip,5
2024-03-06,Alt Pirineu i Aran,Impetigen,1
2024-03-06,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,18
2024-03-06,Terres de l'Ebre,Grip,10
2024-03-06,Terres de l'Ebre,Impetigen,3
2024-03-06,Terres de l'Ebre,Pneumònia,9
2024-03-06,Alt Pirineu i Aran,Faringoamigdalitis,21
2024-03-06,Lleida,Faringoamigdalitis estreptocòccica,43
2024-03-06,Lleida,Grip,15
2024-03-06,Lleida,Impetigen,8
2024-03-06,Terres de l'Ebre,COVID-19,2
2024-03-06,Terres de l'Ebre,Bronquiolitis,2
2024-03-06,Terres de l'Ebre,Altres IRA,187
2024-03-06,Penedès,Pneumònia,31
2024-03-06,Penedès,Impetigen,12
2024-03-06,Penedès,Grip,38
2024-03-06,Penedès,Faringoamigdalitis estreptocòccica,48
2024-03-06,Penedès,Faringoamigdalitis,120
2024-03-06,Terres de l'Ebre,Faringoamigdalitis,57
2024-03-06,Penedès,Escarlatina,7
2024-03-06,Penedès,Bronquiolitis,4
2024-03-06,Penedès,Altres IRA,463
2024-03-06,No disponible,Grip,2
2024-03-06,No disponible,Faringoamigdalitis estreptocòccica,4
2024-03-06,No disponible,Faringoamigdalitis,12
2024-03-06,Alt Pirineu i Aran,Pneumònia,3
2024-03-06,No disponible,Altres IRA,32
2024-03-06,Lleida,Pneumònia,26
2024-03-06,Penedès,COVID-19,15
2024-03-06,No disponible,COVID-19,1
2024-03-06,Barcelona Ciutat,Bronquiolitis,23
2024-03-06,Barcelona Ciutat,COVID-19,86
2024-03-06,Camp de Tarragona,COVID-19,22
2024-03-06,Camp de Tarragona,Escarlatina,7
2024-03-06,Camp de Tarragona,Faringoamigdalitis,168
2024-03-06,Camp de Tarragona,Faringoamigdalitis estreptocòccica,71
2024-03-06,Camp de Tarragona,Grip,35
2024-03-06,Camp de Tarragona,Impetigen,15
2024-03-06,Camp de Tarragona,Pneumònia,35
2024-03-06,Catalunya Central,Altres IRA,361
2024-03-06,Catalunya Central,Bronquiolitis,7
2024-03-06,Camp de Tarragona,Bronquiolitis,4
2024-03-06,Catalunya Central,COVID-19,12
2024-03-06,Catalunya Central,Faringoamigdalitis,107
2024-03-06,Catalunya Central,Faringoamigdalitis estreptocòccica,44
2024-03-06,Catalunya Central,Grip,32
2024-03-06,Catalunya Central,Impetigen,12
2024-03-06,Catalunya Central,Pneumònia,18
2024-03-06,Girona,Altres IRA,707
2024-03-06,Girona,Bronquiolitis,13
2024-03-06,Girona,COVID-19,25
2024-03-06,Girona,Escarlatina,5
2024-03-06,Catalunya Central,Escarlatina,6
2024-03-06,Camp de Tarragona,Altres IRA,540
2024-03-06,Barcelona Metropolitana Sud,Pneumònia,73
2024-03-06,Barcelona Metropolitana Sud,Impetigen,31
2024-03-06,Barcelona Ciutat,Escarlatina,14
2024-03-06,Barcelona Ciutat,Faringoamigdalitis,306
2024-03-06,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,103
2024-03-06,Barcelona Ciutat,Grip,121
2024-03-06,Barcelona Ciutat,Impetigen,40
2024-03-06,Barcelona Ciutat,Pneumònia,109
2024-03-06,Barcelona Metropolitana Nord,Altres IRA,2107
2024-03-06,Barcelona Metropolitana Nord,Bronquiolitis,28
2024-03-06,Barcelona Metropolitana Nord,COVID-19,93
2024-03-06,Barcelona Metropolitana Nord,Escarlatina,14
2024-03-06,Barcelona Metropolitana Nord,Faringoamigdalitis,510
2024-03-06,Barcelona Metropolitana Nord,Grip,135
2024-03-06,Barcelona Metropolitana Nord,Impetigen,48
2024-03-06,Barcelona Metropolitana Nord,Pneumònia,119
2024-03-06,Barcelona Metropolitana Sud,Altres IRA,1108
2024-03-06,Barcelona Metropolitana Sud,Bronquiolitis,19
2024-03-06,Barcelona Metropolitana Sud,COVID-19,53
2024-03-06,Barcelona Metropolitana Sud,Escarlatina,10
2024-03-06,Barcelona Metropolitana Sud,Faringoamigdalitis,310
2024-03-06,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,96
2024-03-06,Barcelona Metropolitana Sud,Grip,61
2024-03-06,Barcelona Ciutat,Altres IRA,1368
2024-03-06,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,166
2024-03-06,Girona,Faringoamigdalitis estreptocòccica,93
2024-03-06,Alt Pirineu i Aran,Bronquiolitis,1
2024-03-06,Girona,Faringoamigdalitis,212
2024-03-06,Alt Pirineu i Aran,COVID-19,1
2024-03-06,Alt Pirineu i Aran,Altres IRA,49
2024-03-07,No disponible,Pneumònia,1
2024-03-07,No disponible,Grip,2
2024-03-07,No disponible,Faringoamigdalitis estreptocòccica,1
2024-03-07,No disponible,Faringoamigdalitis,11
2024-03-07,No disponible,Altres IRA,31
2024-03-07,Lleida,Pneumònia,33
2024-03-07,Lleida,Impetigen,8
2024-03-07,Lleida,Grip,20
2024-03-07,Alt Pirineu i Aran,Pneumònia,9
2024-03-07,Lleida,Faringoamigdalitis estreptocòccica,48
2024-03-07,Lleida,Faringoamigdalitis,146
2024-03-07,Lleida,Escarlatina,4
2024-03-07,Terres de l'Ebre,Bronquiolitis,3
2024-03-07,Lleida,COVID-19,19
2024-03-07,Lleida,Bronquiolitis,4
2024-03-07,Lleida,Altres IRA,408
2024-03-07,Girona,Pneumònia,46
2024-03-07,Girona,Impetigen,24
2024-03-07,Girona,Grip,41
2024-03-07,Girona,Faringoamigdalitis estreptocòccica,72
2024-03-07,Girona,Faringoamigdalitis,174
2024-03-07,Girona,Escarlatina,10
2024-03-07,Girona,COVID-19,23
2024-03-07,Girona,Bronquiolitis,5
2024-03-07,Girona,Altres IRA,694
2024-03-07,Catalunya Central,Pneumònia,23
2024-03-07,Penedès,Altres IRA,468
2024-03-07,Penedès,Bronquiolitis,4
2024-03-07,Penedès,Escarlatina,2
2024-03-07,Catalunya Central,Impetigen,10
2024-03-07,Alt Pirineu i Aran,Impetigen,4
2024-03-07,Alt Pirineu i Aran,Grip,5
2024-03-07,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,11
2024-03-07,Alt Pirineu i Aran,Faringoamigdalitis,18
2024-03-07,Alt Pirineu i Aran,Escarlatina,2
2024-03-07,Alt Pirineu i Aran,COVID-19,3
2024-03-07,Alt Pirineu i Aran,Bronquiolitis,1
2024-03-07,Alt Pirineu i Aran,Altres IRA,55
2024-03-07,Barcelona Ciutat,Bronquiolitis,14
2024-03-07,Barcelona Ciutat,COVID-19,56
2024-03-07,Barcelona Ciutat,Escarlatina,12
2024-03-07,Barcelona Ciutat,Faringoamigdalitis,322
2024-03-07,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,108
2024-03-07,Terres de l'Ebre,Pneumònia,14
2024-03-07,Terres de l'Ebre,Impetigen,5
2024-03-07,Terres de l'Ebre,Grip,8
2024-03-07,Terres de l'Ebre,Faringoamigdalitis estreptocòccica,23
2024-03-07,Terres de l'Ebre,Faringoamigdalitis,64
2024-03-07,Terres de l'Ebre,COVID-19,5
2024-03-07,Terres de l'Ebre,Altres IRA,199
2024-03-07,Penedès,Pneumònia,19
2024-03-07,Penedès,Impetigen,14
2024-03-07,Penedès,Grip,32
2024-03-07,Penedès,Faringoamigdalitis estreptocòccica,40
2024-03-07,Penedès,Faringoamigdalitis,110
2024-03-07,Penedès,COVID-19,17
2024-03-07,Catalunya Central,Grip,18
2024-03-07,Barcelona Ciutat,Altres IRA,1377
2024-03-07,Catalunya Central,Faringoamigdalitis,89
2024-03-07,Barcelona Ciutat,Impetigen,47
2024-03-07,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,107
2024-03-07,Barcelona Metropolitana Sud,Faringoamigdalitis,255
2024-03-07,Barcelona Metropolitana Sud,Escarlatina,14
2024-03-07,Barcelona Metropolitana Sud,COVID-19,34
2024-03-07,Barcelona Metropolitana Sud,Bronquiolitis,11
2024-03-07,Barcelona Metropolitana Sud,Altres IRA,1057
2024-03-07,Barcelona Ciutat,Grip,105
2024-03-07,Barcelona Metropolitana Nord,Pneumònia,114
2024-03-07,Barcelona Metropolitana Nord,Grip,114
2024-03-07,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,155
2024-03-07,Barcelona Metropolitana Nord,Faringoamigdalitis,469
2024-03-07,Barcelona Metropolitana Nord,Escarlatina,11
2024-03-07,Barcelona Metropolitana Nord,COVID-19,84
2024-03-07,Catalunya Central,Faringoamigdalitis estreptocòccica,45
2024-03-07,Barcelona Ciutat,Pneumònia,117
2024-03-07,Barcelona Metropolitana Nord,Impetigen,50
2024-03-07,Barcelona Metropolitana Nord,Altres IRA,1983
2024-03-07,Barcelona Metropolitana Nord,Bronquiolitis,26
2024-03-07,Camp de Tarragona,Bronquiolitis,4
2024-03-07,Barcelona Metropolitana Sud,Pneumònia,89
2024-03-07,Camp de Tarragona,Altres IRA,540
2024-03-07,Barcelona Metropolitana Sud,Impetigen,26
2024-03-07,Camp de Tarragona,COVID-19,19
2024-03-07,Camp de Tarragona,Escarlatina,12
2024-03-07,Camp de Tarragona,Faringoamigdalitis,153
2024-03-07,Camp de Tarragona,Faringoamigdalitis estreptocòccica,59
2024-03-07,Camp de Tarragona,Grip,30
2024-03-07,Camp de Tarragona,Pneumònia,43
2024-03-07,Catalunya Central,Altres IRA,296
2024-03-07,Catalunya Central,Bronquiolitis,8
2024-03-07,Barcelona Metropolitana Sud,Grip,43
2024-03-07,Catalunya Central,COVID-19,11
2024-03-07,Catalunya Central,Escarlatina,8
2024-03-07,Camp de Tarragona,Impetigen,17
2024-03-08,Catalunya Central,Bronquiolitis,7
2024-03-08,Barcelona Ciutat,Pneumònia,112
2024-03-08,Catalunya Central,COVID-19,7
2024-03-08,Catalunya Central,Altres IRA,298
2024-03-08,Barcelona Metropolitana Nord,COVID-19,51
2024-03-08,Camp de Tarragona,Impetigen,20
2024-03-08,Camp de Tarragona,Grip,21
2024-03-08,Camp de Tarragona,Faringoamigdalitis estreptocòccica,45
2024-03-08,Barcelona Metropolitana Sud,Impetigen,35
2024-03-08,Camp de Tarragona,Faringoamigdalitis,123
2024-03-08,Camp de Tarragona,COVID-19,16
2024-03-08,Camp de Tarragona,Pneumònia,32
2024-03-08,Barcelona Metropolitana Nord,Bronquiolitis,21
2024-03-08,Alt Pirineu i Aran,Altres IRA,45
2024-03-08,Alt Pirineu i Aran,COVID-19,4
2024-03-08,Barcelona Metropolitana Nord,Escarlatina,15
2024-03-08,Barcelona Metropolitana Nord,Faringoamigdalitis,495
2024-03-08,Barcelona Metropolitana Nord,Faringoamigdalitis estreptocòccica,177
2024-03-08,Barcelona Metropolitana Nord,Grip,92
2024-03-08,Barcelona Metropolitana Nord,Impetigen,38
2024-03-08,Barcelona Metropolitana Nord,Pneumònia,139
2024-03-08,Barcelona Metropolitana Sud,Altres IRA,1004
2024-03-08,Barcelona Metropolitana Sud,Bronquiolitis,10
2024-03-08,Barcelona Metropolitana Sud,COVID-19,26
2024-03-08,Barcelona Metropolitana Sud,Escarlatina,9
2024-03-08,Barcelona Metropolitana Sud,Faringoamigdalitis,257
2024-03-08,Barcelona Metropolitana Sud,Faringoamigdalitis estreptocòccica,94
2024-03-08,Alt Pirineu i Aran,Bronquiolitis,1
2024-03-08,Barcelona Metropolitana Sud,Grip,40
2024-03-08,Barcelona Ciutat,Grip,108
2024-03-08,Barcelona Ciutat,Faringoamigdalitis estreptocòccica,105
2024-03-08,Barcelona Ciutat,Faringoamigdalitis,247
2024-03-08,Barcelona Ciutat,Escarlatina,7
2024-03-08,Barcelona Metropolitana Nord,Altres IRA,1792
2024-03-08,Barcelona Ciutat,Bronquiolitis,19
2024-03-08,Barcelona Ciutat,Altres IRA,1149
2024-03-08,Alt Pirineu i Aran,Pneumònia,8
2024-03-08,Alt Pirineu i Aran,Impetigen,1
2024-03-08,Alt Pirineu i Aran,Grip,8
2024-03-08,Alt Pirineu i Aran,Faringoamigdalitis estreptocòccica,8
2024-03-08,Alt Pirineu i Aran,Faringoamigdalitis,13
2024-03-08,Barcelona Ciutat,Impetigen,27
2024-03-08,Barcelona Ciutat,COVID-19,54
2024-03-08,Camp de Tarragona,Escarlatina,10
2024-03-08,Lleida,Faringoamigdalitis estreptocòccica,43
2024-03-08,Penedès,Bronquiolitis,2
2024-03-08,Penedès,Altres IRA,413
2024-03-08,No disponible,Pneumònia,1
2024-03-08,No disponible,Faringoamigdalitis estreptocòccica,3
2024-03-08,No disponible,Faringoamigdalitis,11
2024-03-08,No disponible,Altres IRA,26
2024-03-08,Lleida,Pneumònia,30
2024-03-08,Lleida,Impetigen,8
2024-03-08,Lleida,Grip,15
2024-03-08,Lleida,Faringoamigdalitis,113
2024-03-08,Lleida,Escarlatina,5
2024-03-08,Lleida,COVID-19,9
2024-03-08,Lleida,Bronquiolitis,4
2024-03-08,Lleida,Altres IRA,374
2024-03-08,Girona,Pneumònia,48
2024-03-08,Girona,Impetigen,14
2024-03-08,Girona,Grip,36
2024-03-08,Girona,Faringoamigdalitis estreptocòccica,72
2024-03-08,Girona,Faringoamigdalitis,181
2024-03-08,Girona,Escarlatina,10
2024-03-08,Girona,COVID-19,18
2024-03-08,Girona,Bronquiolitis,8
2024-03-08,Girona,Altres IRA,633
2024-03-08,Catalunya Central,Pneumònia,20
2024-03-08,Catalunya Central,Impetigen,4
2024-03-08,Catalunya Central,Grip,22
2024-03-08,Catalunya Central,Faringoamigdalitis estreptocòccica,37
